league,season,team,player,nation,pos,age,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
AUT-Bundesliga,2024-25,LASK,Andrés Andrade Cedeño,PAN,DF,25,1998,7,7,523,5.8,1,1,2,1,0,0,1,1,,,,,,,,0.17,0.17,0.34,0.17,0.34,,,,,
AUT-Bundesliga,2024-25,LASK,Armin Haider,AUT,FW,18,2005,1,0,22,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Armin Midzic,AUT,DF,18,2006,1,0,2,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Branko Jovičić,SRB,"MF,DF",31,1993,28,28,2236,24.8,0,2,2,0,0,0,8,0,,,,,,,,0.0,0.08,0.08,0.0,0.08,,,,,
AUT-Bundesliga,2024-25,LASK,Christoph Lang,AUT,"MF,FW",22,2002,16,9,707,7.9,3,1,4,3,0,0,1,0,,,,,,,,0.38,0.13,0.51,0.38,0.51,,,,,
AUT-Bundesliga,2024-25,LASK,Emmanuel Michael,NGA,DF,18,2006,1,0,5,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Enis Safin,,MF,20,2004,3,2,140,1.6,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Filip Stojković,MNE,DF,31,1993,13,11,1068,11.9,0,1,1,0,0,0,3,1,,,,,,,,0.0,0.08,0.08,0.0,0.08,,,,,
AUT-Bundesliga,2024-25,LASK,Florian Flecker,AUT,MF,28,1995,17,11,1048,11.6,3,3,6,3,0,0,5,0,,,,,,,,0.26,0.26,0.52,0.26,0.52,,,,,
AUT-Bundesliga,2024-25,LASK,George Bello,USA,"DF,MF",22,2002,29,27,2443,27.1,1,0,1,1,0,0,5,0,,,,,,,,0.04,0.0,0.04,0.04,0.04,,,,,
AUT-Bundesliga,2024-25,LASK,Hrvoje Smolčić,CRO,DF,23,2000,21,18,1570,17.4,3,0,3,3,0,0,4,0,,,,,,,,0.17,0.0,0.17,0.17,0.17,,,,,
AUT-Bundesliga,2024-25,LASK,Ibrahim Mustapha,GHA,MF,24,2000,7,0,123,1.4,1,0,1,1,0,0,0,0,,,,,,,,0.73,0.0,0.73,0.73,0.73,,,,,
AUT-Bundesliga,2024-25,LASK,Ismaila Cheick Coulibaly,MLI,MF,23,2000,10,8,670,7.4,1,1,2,1,0,0,3,0,,,,,,,,0.13,0.13,0.27,0.13,0.27,,,,,
AUT-Bundesliga,2024-25,LASK,Ivan Ljubic,AUT,MF,28,1996,12,11,979,10.9,1,0,1,1,0,0,3,0,,,,,,,,0.09,0.0,0.09,0.09,0.09,,,,,
AUT-Bundesliga,2024-25,LASK,Jérôme Boateng,GER,DF,35,1988,9,4,401,4.5,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Jörg Siebenhandl,AUT,GK,34,1990,11,10,892,9.9,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Kevin Lebersorger,AUT,FW,19,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Kryštof Daněk,CZE,"MF,FW",21,2003,14,9,815,9.1,1,3,4,1,0,0,0,0,,,,,,,,0.11,0.33,0.44,0.11,0.44,,,,,
AUT-Bundesliga,2024-25,LASK,Lenny Pintor,FRA,MF,23,2000,9,1,258,2.9,0,1,1,0,0,0,0,0,,,,,,,,0.0,0.35,0.35,0.0,0.35,,,,,
AUT-Bundesliga,2024-25,LASK,Lukas Jungwirth,AUT,GK,20,2004,3,2,225,2.5,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Maksym Talovierov,UKR,DF,24,2000,12,4,630,7.0,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Marco Sulzner,AUT,"DF,MF",21,2003,7,3,246,2.7,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Marin Ljubicic,CRO,FW,22,2002,16,11,1035,11.5,4,2,6,2,2,2,3,0,,,,,,,,0.35,0.17,0.52,0.17,0.35,,,,,
AUT-Bundesliga,2024-25,LASK,Maximilian Entrup,AUT,FW,27,1997,26,21,1783,19.8,12,2,14,12,0,0,3,0,,,,,,,,0.61,0.1,0.71,0.61,0.71,,,,,
AUT-Bundesliga,2024-25,LASK,Melayro Bogarde,NED,"DF,MF",22,2002,27,17,1582,17.6,1,2,3,1,0,0,5,1,,,,,,,,0.06,0.11,0.17,0.06,0.17,,,,,
AUT-Bundesliga,2024-25,LASK,Modou Cissé,SEN,DF,18,2005,10,7,659,7.3,1,0,1,1,0,0,4,0,,,,,,,,0.14,0.0,0.14,0.14,0.14,,,,,
AUT-Bundesliga,2024-25,LASK,Mohamed Sanogo,MLI,MF,20,2003,3,1,63,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Moses Usor,NGA,MF,22,2002,8,7,653,7.3,0,1,1,0,0,0,0,0,,,,,,,,0.0,0.14,0.14,0.0,0.14,,,,,
AUT-Bundesliga,2024-25,LASK,Nael Kane,CAN,FW,18,2006,1,1,45,0.5,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Oumar Diallo,CAN,FW,19,2005,1,0,13,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Philipp Ziereis,GER,DF,31,1993,26,25,2180,24.2,1,1,2,1,0,0,6,0,,,,,,,,0.04,0.04,0.08,0.04,0.08,,,,,
AUT-Bundesliga,2024-25,LASK,Queyrell Tchicamboud,FRA,MF,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,René Renner,AUT,DF,30,1993,2,1,64,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Robert Žulj,AUT,"MF,FW",32,1992,27,22,1998,22.2,7,7,14,7,0,0,1,0,,,,,,,,0.32,0.32,0.63,0.32,0.63,,,,,
AUT-Bundesliga,2024-25,LASK,Samuel Adeniran,USA,FW,25,1998,14,6,566,6.3,1,1,2,1,0,0,4,0,,,,,,,,0.16,0.16,0.32,0.16,0.32,,,,,
AUT-Bundesliga,2024-25,LASK,Sascha Horvath,AUT,MF,27,1996,28,26,2183,24.3,2,1,3,2,0,0,1,1,,,,,,,,0.08,0.04,0.12,0.08,0.12,,,,,
AUT-Bundesliga,2024-25,LASK,Tobias Lawal,AUT,GK,24,2000,18,18,1583,17.6,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Tobias Schützenauer,AUT,GK,27,1997,2,2,180,2.0,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Tomas Galvez,FIN,MF,19,2005,3,1,86,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Tomás Tavares,POR,MF,23,2001,3,1,64,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,LASK,Valon Berisha,KVX,MF,31,1993,21,17,1411,15.7,3,4,7,3,0,0,2,0,,,,,,,,0.19,0.26,0.45,0.19,0.45,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Adam Daghim,DEN,FW,18,2005,29,18,1742,19.4,2,5,7,2,0,0,3,0,,,,,,,,0.1,0.26,0.36,0.1,0.36,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Aleksa Terzić,SRB,DF,24,1999,22,17,1631,18.1,0,5,5,0,0,0,1,0,,,,,,,,0.0,0.28,0.28,0.0,0.28,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Alexander Schlager,AUT,GK,28,1996,21,21,1890,21.0,0,0,0,0,0,0,3,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Amar Dedić,BIH,DF,21,2002,12,9,782,8.7,0,3,3,0,0,0,1,0,,,,,,,,0.0,0.35,0.35,0.0,0.35,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Bobby Clark,ENG,"MF,FW",19,2005,17,7,642,7.1,1,0,1,1,0,0,2,0,,,,,,,,0.14,0.0,0.14,0.14,0.14,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Daouda Guindo,MLI,DF,21,2002,10,5,474,5.3,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Edmund Baidoo,GHA,"MF,FW",18,2006,18,2,473,5.3,4,1,5,4,0,0,0,0,,,,,,,,0.76,0.19,0.95,0.76,0.95,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Hendry Blank,GER,DF,19,2004,6,6,482,5.4,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Ignace Van Der Brempt,BEL,DF,22,2002,1,1,67,0.7,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Janis Blaswich,GER,GK,33,1991,11,11,990,11.0,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Jannik Schuster,AUT,DF,18,2006,1,0,14,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,John Mellberg,SWE,DF,18,2006,5,4,285,3.2,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Kamil Piątkowski,POL,DF,24,2000,14,11,1062,11.8,0,0,0,0,0,0,2,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Karim Konaté,CIV,FW,20,2004,9,9,753,8.4,2,1,3,1,1,1,0,0,,,,,,,,0.24,0.12,0.36,0.12,0.24,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Karim Onisiwo,AUT,FW,32,1992,8,6,572,6.4,1,0,1,1,0,0,0,0,,,,,,,,0.16,0.0,0.16,0.16,0.16,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Kouakou Gadou,FRA,DF,17,2007,21,17,1572,17.5,0,0,0,0,0,0,1,1,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Leandro Morgalla,GER,DF,19,2004,16,13,891,9.9,0,1,1,0,0,0,0,0,,,,,,,,0.0,0.1,0.1,0.0,0.1,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Lucas Gourna-Douath,FRA,MF,20,2003,11,4,429,4.8,0,1,1,0,0,0,4,0,,,,,,,,0.0,0.21,0.21,0.0,0.21,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Mads Bidstrup,DEN,MF,23,2001,30,24,2234,24.8,1,1,2,1,0,0,5,0,,,,,,,,0.04,0.04,0.08,0.04,0.08,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Mamady Diambou,MLI,MF,21,2002,20,9,863,9.6,0,0,0,0,0,0,4,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Maurits Kjærgaard,DEN,"MF,DF",21,2003,6,5,354,3.9,0,2,2,0,0,0,0,0,,,,,,,,0.0,0.51,0.51,0.0,0.51,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Maximiliano Caufriez,BEL,DF,27,1997,4,2,140,1.6,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Moussa Kounfolo Yeo,MLI,"MF,FW",20,2004,22,15,1308,14.5,5,2,7,5,0,0,6,0,,,,,,,,0.34,0.14,0.48,0.34,0.48,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Nene Dorgeles,MLI,"MF,FW",21,2002,30,24,2053,22.8,13,4,17,11,2,2,1,0,,,,,,,,0.57,0.18,0.75,0.48,0.66,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Nicolás Capaldo,ARG,"MF,DF",26,1997,23,21,1750,19.4,4,1,5,4,0,0,5,0,,,,,,,,0.21,0.05,0.26,0.21,0.26,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Oscar Gloukh,ISR,MF,20,2004,26,21,1935,21.5,10,4,14,9,1,3,0,0,,,,,,,,0.47,0.19,0.65,0.42,0.6,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Petar Ratkov,SRB,FW,20,2003,22,8,759,8.4,3,6,9,3,0,0,1,0,,,,,,,,0.36,0.71,1.07,0.36,1.07,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Samson Baidoo,AUT,DF,20,2004,29,29,2609,29.0,0,0,0,0,0,0,5,1,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Stefan Bajcetic,ESP,MF,19,2004,12,6,614,6.8,0,0,0,0,0,0,3,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Takumu Kawamura,JPN,MF,24,1999,4,3,255,2.8,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Tim Trummer,AUT,DF,18,2005,11,4,450,5.0,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Valentin Sulzbacher,AUT,MF,19,2005,6,5,327,3.6,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,RB Salzburg,Yorbe Vertessen,BEL,"FW,MF",23,2001,16,15,1231,13.7,5,2,7,5,0,0,1,0,,,,,,,,0.37,0.15,0.51,0.37,0.51,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Amin-Elias Gröller,AUT,DF,19,2005,1,1,90,1.0,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Andrija Radulović,MNE,"MF,FW",22,2002,13,5,440,4.9,3,0,3,3,0,0,0,0,,,,,,,,0.61,0.0,0.61,0.61,0.61,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Ange Ahoussou,CIV,DF,20,2003,10,8,787,8.7,0,0,0,0,0,0,2,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Bendegúz Bolla,HUN,DF,24,1999,30,30,2684,29.8,2,2,4,2,0,0,7,0,,,,,,,,0.07,0.07,0.13,0.07,0.13,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Benjamin Böckle,AUT,DF,22,2002,7,5,441,4.9,0,1,1,0,0,0,2,0,,,,,,,,0.0,0.2,0.2,0.0,0.2,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Christoph Lang,AUT,"MF,FW",22,2002,8,3,307,3.4,0,2,2,0,0,0,0,0,,,,,,,,0.0,0.59,0.59,0.0,0.59,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Dennis Kaygin,GER,MF,20,2004,9,3,365,4.1,0,0,0,0,0,0,2,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Dion Drena Beljo,CRO,FW,22,2002,29,27,2181,24.2,10,2,12,6,4,5,9,0,,,,,,,,0.41,0.08,0.5,0.25,0.33,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Dominic Vincze,AUT,DF,20,2004,4,4,353,3.9,0,1,1,0,0,0,1,0,,,,,,,,0.0,0.25,0.25,0.0,0.25,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Ercan Kara,AUT,FW,28,1996,15,4,549,6.1,1,1,2,1,0,0,2,0,,,,,,,,0.16,0.16,0.33,0.16,0.33,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Furkan Dursun,AUT,FW,19,2005,3,1,109,1.2,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Guido Burgstaller,AUT,FW,35,1989,20,14,1193,13.3,5,2,7,5,0,0,5,1,,,,,,,,0.38,0.15,0.53,0.38,0.53,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Isak Jansson,SWE,"MF,FW",22,2002,22,17,1554,17.3,7,2,9,7,0,0,1,0,,,,,,,,0.41,0.12,0.52,0.41,0.52,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Ismaïl Seydi,FRA,FW,23,2001,1,0,21,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Jakob Schöller,AUT,DF,18,2005,9,4,396,4.4,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Jonas Auer,AUT,DF,23,2000,25,22,1970,21.9,2,1,3,2,0,0,4,0,,,,,,,,0.09,0.05,0.14,0.09,0.14,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Louis Schaub,AUT,MF,29,1994,29,20,1634,18.2,2,4,6,2,0,0,1,0,,,,,,,,0.11,0.22,0.33,0.11,0.33,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Lukas Grgic,AUT,MF,28,1995,26,25,1956,21.7,0,2,2,0,0,0,5,1,,,,,,,,0.0,0.09,0.09,0.0,0.09,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Mamadou Sangare,MLI,MF,22,2002,27,24,2045,22.7,2,3,5,2,0,0,9,1,,,,,,,,0.09,0.13,0.22,0.09,0.22,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Matthias Seidl,AUT,MF,23,2001,32,30,2504,27.8,2,6,8,2,0,0,0,0,,,,,,,,0.07,0.22,0.29,0.07,0.29,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Maximilian Hofmann,AUT,DF,30,1993,8,3,299,3.3,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Moritz Oswald,AUT,"MF,DF",22,2002,20,9,833,9.3,1,0,1,1,0,0,0,0,,,,,,,,0.11,0.0,0.11,0.11,0.11,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Nenad N. Cvetković,SRB,DF,28,1996,20,18,1597,17.7,2,0,2,2,0,0,4,1,,,,,,,,0.11,0.0,0.11,0.11,0.11,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Niklas Hedl,AUT,GK,23,2001,30,30,2636,29.3,0,0,0,0,0,0,1,1,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Nikolaus Wurmbrand,AUT,"MF,FW",18,2006,15,6,511,5.7,1,0,1,1,0,0,1,0,,,,,,,,0.18,0.0,0.18,0.18,0.18,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Noah Bischof,AUT,FW,21,2002,14,2,438,4.9,1,0,1,1,0,0,4,0,,,,,,,,0.21,0.0,0.21,0.21,0.21,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Paul Gartler,AUT,GK,27,1997,3,2,240,2.7,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Roman Kerschbaum,AUT,MF,30,1994,3,0,19,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Romeo Amane,CIV,MF,21,2003,9,5,562,6.2,1,0,1,1,0,0,0,0,,,,,,,,0.16,0.0,0.16,0.16,0.16,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Serge Raux Yao,FRA,DF,25,1999,29,29,2610,29.0,1,0,1,1,0,0,1,0,,,,,,,,0.03,0.0,0.03,0.03,0.03,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Thierry Gale,BRB,MF,22,2002,1,0,17,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Tobias Børkeeiet,NOR,MF,25,1999,7,1,152,1.7,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,Rapid Wien,Tobias Hedl,AUT,FW,21,2003,2,0,34,0.4,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Alexander Gorgon,AUT,"FW,MF",35,1988,15,8,788,8.8,0,1,1,0,0,0,2,1,,,,,,,,0.0,0.11,0.11,0.0,0.11,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Ammar Helac,AUT,GK,26,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Benedikt Zech,AUT,DF,33,1990,16,16,1433,15.9,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Christian Gebauer,AUT,"FW,MF",30,1993,17,7,660,7.3,1,0,1,1,0,0,2,0,,,,,,,,0.14,0.0,0.14,0.14,0.14,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Dejan Stojanović,AUT,GK,31,1993,29,29,2610,29.0,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Dijon Kameri,AUT,"MF,FW",20,2004,24,18,1491,16.6,2,2,4,2,0,0,3,0,,,,,,,,0.12,0.12,0.24,0.12,0.24,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Djawal Kaïba,CMR,MF,21,2003,13,11,771,8.6,1,0,1,1,0,0,4,0,,,,,,,,0.12,0.0,0.12,0.12,0.12,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Erkin Yalcin,AUT,FW,20,2004,2,0,5,0.1,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Filip Milojević,AUT,MF,19,2005,5,0,109,1.2,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Florian Dietz,GER,FW,25,1998,7,5,476,5.3,2,0,2,2,0,0,1,0,,,,,,,,0.38,0.0,0.38,0.38,0.38,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Gustavo Santos Costa,BRA,FW,28,1996,12,8,785,8.7,6,0,6,6,0,0,1,0,,,,,,,,0.69,0.0,0.69,0.69,0.69,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Leonardo Lukacevic,AUT,"DF,MF",25,1999,21,16,1461,16.2,0,2,2,0,0,0,3,0,,,,,,,,0.0,0.12,0.12,0.0,0.12,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lincoln,BRA,FW,23,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Luca Kronberger,AUT,"FW,MF",22,2002,11,4,424,4.7,0,1,1,0,0,0,3,0,,,,,,,,0.0,0.21,0.21,0.0,0.21,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Fadinger,AUT,"MF,FW",23,2000,25,12,1159,12.9,0,1,1,0,0,0,3,0,,,,,,,,0.0,0.08,0.08,0.0,0.08,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Fridrikas,AUT,FW,26,1997,29,15,1461,16.2,4,1,5,3,1,1,4,0,,,,,,,,0.25,0.06,0.31,0.18,0.25,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Gugganig,AUT,DF,29,1995,24,17,1584,17.6,2,1,3,2,0,0,5,0,,,,,,,,0.11,0.06,0.17,0.11,0.17,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Lukas Jäger,AUT,MF,30,1994,27,11,1074,11.9,0,0,0,0,0,0,6,1,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Marlon Mustapha,AUT,"FW,MF",23,2001,14,10,762,8.5,2,0,2,2,0,0,3,0,,,,,,,,0.24,0.0,0.24,0.24,0.24,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Mike-Steven Bähre,GER,MF,28,1995,29,23,2005,22.3,1,1,2,0,1,2,9,0,,,,,,,,0.04,0.04,0.09,0.0,0.04,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Mohamed Ouédraogo,BFA,"MF,DF",21,2003,20,16,1441,16.0,0,0,0,0,0,0,3,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Oliver Strunz,AUT,"FW,MF",24,2000,15,9,809,9.0,0,0,0,0,0,0,3,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Ousmane Diawara,SWE,FW,24,1999,14,8,765,8.5,1,0,1,1,0,0,2,0,,,,,,,,0.12,0.0,0.12,0.12,0.12,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Pascal Juan Estrada,AUT,DF,22,2002,25,20,1800,20.0,2,0,2,2,0,0,7,0,,,,,,,,0.1,0.0,0.1,0.1,0.1,,,,,
AUT-Bundesliga,2024-25,SCR Altach,Paul Koller,AUT,DF,22,2002,30,26,2378,26.4,3,0,3,3,0,0,6,1,,,,,,,,0.11,0.0,0.11,0.11,0.11,,,,,
