league,season,team,player,nation,pos,age,born,90s,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
ITA-Serie A,2024-25,Udinese,Martín Payero,ARG,MF,25,1998,15.3,5,0,0,35,39,0,39,13,16,1,2,0,75,21,20,51.2
ITA-Serie A,2024-25,Udinese,Matteo Palma,GER,DF,16,2008,0.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0
ITA-Serie A,2024-25,Udinese,Nehuén Pérez,ARG,DF,24,2000,2.0,0,0,0,3,2,0,0,1,1,0,0,0,6,3,1,75.0
ITA-Serie A,2024-25,Udinese,Oier Zarraga,ESP,MF,25,1999,10.0,0,0,0,12,6,0,20,2,13,0,0,0,25,6,11,35.3
ITA-Serie A,2024-25,Udinese,Oumar Solet,FRA,DF,24,2000,18.6,3,1,1,17,14,0,9,17,19,0,0,0,92,20,20,50.0
ITA-Serie A,2024-25,Udinese,Razvan Sava,ROU,GK,22,2002,12.0,1,0,0,1,1,0,0,0,0,0,1,0,13,0,1,0.0
ITA-Serie A,2024-25,Udinese,Rui Modesto,ANG,"DF,MF",24,1999,6.8,1,0,0,10,5,1,26,8,12,0,0,0,26,10,14,41.7
ITA-Serie A,2024-25,Udinese,Sandi Lovrić,SVN,MF,26,1998,25.6,5,0,0,54,34,0,90,22,29,1,0,0,118,1,17,5.6
ITA-Serie A,2024-25,Udinese,Simone Pafundi,ITA,"MF,DF",18,2006,1.3,0,0,0,1,6,0,14,0,3,0,0,0,3,0,2,0.0
ITA-Serie A,2024-25,Udinese,Souleymane Touré,FRA,DF,21,2003,8.1,2,2,0,15,6,1,6,9,6,0,0,1,23,7,5,58.3
ITA-Serie A,2024-25,Udinese,Thomas Kristensen,DEN,DF,22,2002,19.5,5,0,0,31,3,1,10,21,21,0,1,0,63,61,32,65.6
ITA-Serie A,2024-25,Venezia,Alessandro Marcandalli,ITA,DF,21,2002,3.9,2,0,0,9,0,0,0,2,6,0,1,0,16,12,12,50.0
ITA-Serie A,2024-25,Venezia,Alessio Zerbin,ITA,DF,25,1999,16.9,4,0,0,36,34,3,74,15,28,0,0,0,69,10,12,45.5
ITA-Serie A,2024-25,Venezia,Alfred Duncan,GHA,MF,31,1993,10.6,2,0,0,22,11,0,17,8,8,0,0,0,52,10,8,55.6
ITA-Serie A,2024-25,Venezia,Antonio Candela,ITA,DF,24,2000,11.2,2,0,0,14,4,0,22,8,21,0,2,1,38,14,13,51.9
ITA-Serie A,2024-25,Venezia,Antonio Raimondo,ITA,"FW,DF",20,2004,1.0,0,0,0,2,1,1,1,0,1,0,0,0,4,1,6,14.3
ITA-Serie A,2024-25,Venezia,Bjarki Bjarkason,ISL,"DF,MF",24,2000,1.8,2,0,0,2,8,0,7,2,2,0,0,0,9,0,0,
ITA-Serie A,2024-25,Venezia,Cheick Oumar Conde,GUI,MF,24,2000,1.7,2,0,0,5,4,0,0,4,5,0,0,0,13,7,3,70.0
ITA-Serie A,2024-25,Venezia,Christian Gytkjær,DEN,FW,34,1990,8.4,0,0,0,11,5,7,1,0,4,0,0,0,15,23,57,28.8
ITA-Serie A,2024-25,Venezia,Daniel Fila,CZE,FW,21,2002,5.5,3,1,1,13,7,3,0,0,0,0,0,0,9,7,20,25.9
ITA-Serie A,2024-25,Venezia,Domen Črnigoj,SVN,MF,28,1995,1.5,0,0,0,2,4,0,2,4,2,0,0,0,8,2,5,28.6
ITA-Serie A,2024-25,Venezia,Fali Candé,GNB,DF,26,1998,17.0,4,0,0,24,21,0,7,15,19,0,0,0,79,37,41,47.4
ITA-Serie A,2024-25,Venezia,Filip Stankovic,SRB,GK,22,2002,15.2,1,0,0,0,1,0,0,0,0,0,0,0,15,5,0,100.0
ITA-Serie A,2024-25,Venezia,Francesco Zampano,ITA,DF,30,1993,18.2,5,0,0,24,19,5,49,6,20,0,0,0,77,10,18,35.7
ITA-Serie A,2024-25,Venezia,Franco Carboni,ITA,DF,21,2003,2.5,2,0,0,3,2,0,8,0,3,1,0,0,13,2,3,40.0
ITA-Serie A,2024-25,Venezia,Gaetano Oristanio,ITA,"FW,MF",21,2002,25.7,3,0,0,50,71,11,59,6,13,0,0,0,84,14,38,26.9
ITA-Serie A,2024-25,Venezia,Gianluca Busio,USA,MF,22,2002,28.0,4,0,0,26,44,4,29,19,31,1,0,0,107,32,34,48.5
ITA-Serie A,2024-25,Venezia,Giorgio Altare,ITA,DF,25,1998,8.4,2,0,0,10,2,0,7,17,12,0,0,1,27,19,17,52.8
ITA-Serie A,2024-25,Venezia,Hans Nicolussi Caviglia,ITA,MF,24,2000,31.8,7,1,1,50,39,0,72,28,28,0,1,0,147,27,23,54.0
ITA-Serie A,2024-25,Venezia,Ionuț Radu,ROU,GK,27,1997,15.0,1,0,0,0,1,0,0,0,0,0,0,0,20,1,0,100.0
ITA-Serie A,2024-25,Venezia,Issa Doumbia,ITA,MF,20,2003,10.4,0,0,0,18,12,0,10,9,8,0,0,0,45,18,21,46.2
ITA-Serie A,2024-25,Venezia,Jay Idzes,IDN,DF,24,2000,34.7,5,0,0,50,12,3,6,32,29,0,3,0,113,57,81,41.3
ITA-Serie A,2024-25,Venezia,Jesse Joronen,FIN,GK,31,1993,7.8,0,0,0,1,0,0,0,0,0,0,1,1,11,3,0,100.0
ITA-Serie A,2024-25,Venezia,Joel Pohjanpalo,FIN,FW,29,1994,17.8,1,0,0,12,15,10,3,4,3,1,0,0,20,46,59,43.8
ITA-Serie A,2024-25,Venezia,John Yeboah,ECU,"FW,MF",24,2000,13.6,6,0,0,14,21,4,26,4,3,1,0,0,45,6,10,37.5
ITA-Serie A,2024-25,Venezia,Joël Schingtienne,BEL,DF,21,2002,12.5,2,0,0,7,1,0,0,14,16,0,1,0,49,4,14,22.2
ITA-Serie A,2024-25,Venezia,Kike Pérez,ESP,MF,27,1997,12.4,4,0,0,31,16,1,49,10,25,0,0,0,71,14,16,46.7
ITA-Serie A,2024-25,Venezia,Magnus Kofod Andersen,DEN,MF,25,1999,7.7,1,0,0,7,5,0,16,6,4,0,0,0,31,8,7,53.3
ITA-Serie A,2024-25,Venezia,Marin Šverko,CRO,DF,26,1998,12.4,3,0,0,9,10,0,2,16,9,0,1,0,44,20,20,50.0
ITA-Serie A,2024-25,Venezia,Michael Svoboda,AUT,DF,25,1998,14.6,1,0,0,7,11,0,2,22,14,0,0,0,71,35,28,55.6
ITA-Serie A,2024-25,Venezia,Mikael Ellertsson,ISL,"DF,MF",22,2002,27.4,2,0,0,22,44,2,28,17,26,0,0,0,74,16,16,50.0
ITA-Serie A,2024-25,Venezia,Mirko Marić,CRO,FW,29,1995,4.0,0,0,0,3,4,3,3,1,3,0,0,0,11,13,22,37.1
ITA-Serie A,2024-25,Venezia,Nicholas Pierini,ITA,MF,25,1998,0.9,0,0,0,1,2,0,3,0,0,0,0,0,2,1,3,25.0
ITA-Serie A,2024-25,Venezia,Nunzio Lella,ITA,MF,24,2000,0.1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,
ITA-Serie A,2024-25,Venezia,Richie Sagrado,BEL,DF,20,2004,1.6,1,0,0,2,2,0,0,3,2,0,0,0,6,2,0,100.0
ITA-Serie A,2024-25,Venezia,Ridgeciano Haps,SUR,DF,31,1993,15.2,3,0,0,14,16,1,26,7,16,0,1,0,54,14,18,43.8
ITA-Serie A,2024-25,Venezia,Saad El Haddad,MAR,MF,19,2005,0.3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0.0
NED-Eredivisie,2024-25,AZ Alkmaar,Alexandre Penetra,POR,DF,22,2001,28.8,5,1,1,15,20,0,5,37,15,0,0,0,96,51,57,47.2
NED-Eredivisie,2024-25,AZ Alkmaar,Bruno Martins Indi,NED,DF,32,1992,6.1,1,0,0,8,7,1,0,4,2,0,0,0,13,7,9,43.8
NED-Eredivisie,2024-25,AZ Alkmaar,Dave Kwakman,NED,"MF,FW",19,2004,1.7,1,0,0,2,1,0,0,2,1,0,0,0,11,1,1,50.0
NED-Eredivisie,2024-25,AZ Alkmaar,David Møller Wolfe,NOR,DF,22,2002,27.8,5,1,0,22,31,2,58,24,24,0,0,1,110,30,29,50.8
NED-Eredivisie,2024-25,AZ Alkmaar,Denso Kasius,NED,DF,21,2002,15.1,2,0,0,11,8,1,81,23,25,0,0,0,94,5,6,45.5
NED-Eredivisie,2024-25,AZ Alkmaar,Elijah Dijkstra,NED,DF,17,2006,1.0,0,0,0,0,2,0,1,2,0,0,0,0,9,0,1,0.0
NED-Eredivisie,2024-25,AZ Alkmaar,Ernest Poku,NED,FW,20,2004,17.1,2,0,0,6,5,1,15,3,12,0,0,0,64,9,25,26.5
NED-Eredivisie,2024-25,AZ Alkmaar,Ibrahim Sadiq,GHA,FW,24,2000,10.8,1,0,0,19,18,1,17,6,10,0,0,0,41,9,18,33.3
NED-Eredivisie,2024-25,AZ Alkmaar,Jayden Addai,NED,"FW,DF",18,2005,3.6,1,0,0,2,13,1,4,1,2,1,0,0,19,1,6,14.3
NED-Eredivisie,2024-25,AZ Alkmaar,Jeroen Zoet,NED,GK,33,1991,6.0,0,0,0,0,0,0,0,1,1,0,0,0,10,0,0,
NED-Eredivisie,2024-25,AZ Alkmaar,Jordy Clasie,NED,MF,33,1991,20.2,3,0,0,15,14,0,5,32,23,0,0,0,140,4,8,33.3
NED-Eredivisie,2024-25,AZ Alkmaar,Kees Smit,NED,"MF,FW",18,2006,11.0,2,0,0,13,12,0,6,5,16,0,1,0,59,5,17,22.7
NED-Eredivisie,2024-25,AZ Alkmaar,Kristijan Belic,SRB,MF,23,2001,6.5,4,0,0,17,9,0,1,12,20,0,0,0,46,17,11,60.7
NED-Eredivisie,2024-25,AZ Alkmaar,Lequincio Zeefuik,NED,"FW,DF",19,2004,0.4,1,0,0,3,1,0,0,0,1,0,0,0,0,4,4,50.0
NED-Eredivisie,2024-25,AZ Alkmaar,Lewis Schouten,NED,MF,20,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NED-Eredivisie,2024-25,AZ Alkmaar,Maxim Dekker,NED,DF,20,2004,6.5,1,1,0,4,3,0,4,7,1,0,1,0,16,7,15,31.8
NED-Eredivisie,2024-25,AZ Alkmaar,Mayckel Lahdo,SWE,FW,21,2002,9.7,0,0,0,12,13,4,25,3,7,0,0,0,41,5,15,25.0
NED-Eredivisie,2024-25,AZ Alkmaar,Mees de Wit,NED,"DF,FW",26,1998,5.2,2,0,0,5,5,0,8,5,7,0,0,0,20,4,8,33.3
NED-Eredivisie,2024-25,AZ Alkmaar,Mexx Meerdink,NED,"FW,MF",21,2003,10.1,2,0,0,11,18,5,5,1,4,0,0,0,24,55,28,66.3
NED-Eredivisie,2024-25,AZ Alkmaar,Myron van Brederode,NED,FW,21,2003,1.9,0,0,0,3,4,0,0,0,0,0,0,0,10,1,7,12.5
NED-Eredivisie,2024-25,AZ Alkmaar,Peer Koopmeiners,NED,"MF,DF",24,2000,31.0,3,0,0,55,17,0,119,35,61,0,0,0,161,58,58,50.0
NED-Eredivisie,2024-25,AZ Alkmaar,Riechedly Bazoer,CUW,MF,27,1996,0.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,
NED-Eredivisie,2024-25,AZ Alkmaar,Ro-Zangelo Daal,NED,FW,20,2004,0.8,1,0,0,2,2,0,2,0,3,0,0,0,6,1,1,50.0
NED-Eredivisie,2024-25,AZ Alkmaar,Rome-Jayden Owusu-Oduro,NED,GK,20,2004,28.0,0,0,0,0,1,0,0,2,0,0,0,0,41,7,0,100.0
NED-Eredivisie,2024-25,AZ Alkmaar,Ruben van Bommel,NED,FW,19,2004,16.6,4,0,0,32,20,2,21,14,21,0,1,0,66,17,20,45.9
NED-Eredivisie,2024-25,AZ Alkmaar,Seiya Maikuma,JPN,DF,26,1997,21.2,2,0,0,18,29,0,33,25,45,0,0,0,89,35,27,56.5
NED-Eredivisie,2024-25,AZ Alkmaar,Sven Mijnans,NED,MF,24,2000,24.7,4,0,0,20,24,11,90,18,18,0,0,0,116,17,28,37.8
NED-Eredivisie,2024-25,AZ Alkmaar,Troy Parrott,IRL,FW,22,2002,24.2,0,0,0,19,31,12,15,2,13,0,0,0,60,37,54,40.7
NED-Eredivisie,2024-25,AZ Alkmaar,Wouter Goes,NED,DF,20,2004,22.8,8,1,0,21,34,2,2,24,11,0,0,0,95,28,27,50.9
NED-Eredivisie,2024-25,AZ Alkmaar,Zico Buurmeester,NED,"MF,FW",22,2002,13.3,0,0,0,19,6,1,15,13,15,0,0,1,79,16,20,44.4
NED-Eredivisie,2024-25,Ajax,Ahmetcan Kaplan,TUR,DF,21,2003,6.2,2,0,0,12,7,0,1,3,6,0,0,0,18,10,14,41.7
NED-Eredivisie,2024-25,Ajax,Anton Gaaei,DEN,DF,21,2002,19.8,5,1,0,13,11,2,139,13,18,0,0,0,73,28,17,62.2
NED-Eredivisie,2024-25,Ajax,Benjamin Tahirovic,BIH,MF,21,2003,0.8,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,
NED-Eredivisie,2024-25,Ajax,Bertrand Traoré,BFA,FW,28,1995,19.1,1,0,0,21,34,6,38,8,10,0,0,0,75,23,17,57.5
NED-Eredivisie,2024-25,Ajax,Branco van den Boomen,NED,MF,29,1995,7.0,0,0,0,7,4,0,35,1,4,0,0,0,38,7,1,87.5
NED-Eredivisie,2024-25,Ajax,Brian Brobbey,NED,FW,22,2002,17.3,6,0,0,37,50,9,1,3,5,2,0,0,36,47,65,42.0
NED-Eredivisie,2024-25,Ajax,Carlos Forbs,POR,FW,20,2004,0.4,0,0,0,0,0,0,3,0,1,0,0,0,3,1,0,100.0
NED-Eredivisie,2024-25,Ajax,Christian Rasmussen,DEN,FW,21,2003,2.4,1,0,0,7,2,1,13,0,2,0,0,0,9,7,1,87.5
NED-Eredivisie,2024-25,Ajax,Chuba Akpom,ENG,FW,28,1995,9.2,0,0,0,10,22,4,6,0,7,1,0,0,21,26,16,61.9
NED-Eredivisie,2024-25,Ajax,Daniele Rugani,ITA,DF,30,1994,7.9,1,0,0,10,2,1,1,13,2,0,0,0,25,50,18,73.5
NED-Eredivisie,2024-25,Ajax,Davy Klaassen,NED,MF,31,1993,24.2,0,0,0,20,20,1,7,16,10,0,0,0,95,31,29,51.7
NED-Eredivisie,2024-25,Ajax,Devyne Rensch,NED,DF,21,2003,12.4,2,0,0,5,20,2,13,16,21,0,0,0,43,10,6,62.5
NED-Eredivisie,2024-25,Ajax,Diant Ramaj,GER,GK,22,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,
NED-Eredivisie,2024-25,Ajax,Dies Janse,NED,DF,18,2006,3.7,0,0,0,3,8,0,1,2,2,0,0,0,9,7,9,43.8
NED-Eredivisie,2024-25,Ajax,Don-Angelo Konadu,NED,FW,18,2006,0.7,0,0,0,2,4,0,0,0,0,1,0,0,0,0,3,0.0
NED-Eredivisie,2024-25,Ajax,Jaydon Amauri Banel,NED,FW,19,2004,0.7,0,0,0,2,3,0,5,0,0,0,0,0,0,1,0,100.0
NED-Eredivisie,2024-25,Ajax,Jordan Henderson,ENG,MF,34,1990,20.8,6,0,0,12,6,1,53,25,18,0,0,0,107,20,7,74.1
NED-Eredivisie,2024-25,Ajax,Jorrel Hato,NED,DF,18,2006,28.8,5,0,0,24,12,2,15,22,36,1,0,0,130,51,40,56.0
NED-Eredivisie,2024-25,Ajax,Jorthy Mokio,BEL,"MF,DF",16,2008,5.7,1,0,0,6,5,0,5,5,6,0,0,0,31,5,5,50.0
NED-Eredivisie,2024-25,Ajax,Josip Šutalo,CRO,DF,24,2000,27.2,3,0,0,13,15,0,2,63,16,0,0,0,130,65,39,62.5
NED-Eredivisie,2024-25,Ajax,Kenneth Taylor,NED,"MF,FW",22,2002,27.2,3,0,0,39,38,5,50,18,21,0,0,0,83,26,26,50.0
NED-Eredivisie,2024-25,Ajax,Kian Fitz-Jim,NED,MF,21,2003,13.7,3,0,0,19,16,0,10,10,14,0,0,0,64,4,13,23.5
NED-Eredivisie,2024-25,Ajax,Kristian Nökkvi Hlynsson,ISL,"MF,FW",20,2004,2.1,0,0,0,0,4,0,3,1,2,0,0,0,7,1,2,33.3
NED-Eredivisie,2024-25,Ajax,Lucas Oliveira Rosa,BRA,DF,24,2000,2.7,1,0,0,5,2,0,3,4,4,0,0,0,12,7,1,87.5
NED-Eredivisie,2024-25,Ajax,Matheus,BRA,GK,32,1992,9.0,0,0,0,1,0,0,0,0,0,0,0,0,16,2,0,100.0
NED-Eredivisie,2024-25,Ajax,Mika Godts,BEL,FW,19,2005,18.3,2,0,0,14,27,8,22,5,12,0,0,0,63,6,8,42.9
NED-Eredivisie,2024-25,Ajax,Oliver Edvardsen,NOR,FW,25,1999,3.2,1,0,0,4,9,0,5,4,3,0,0,0,11,8,5,61.5
NED-Eredivisie,2024-25,Ajax,Owen Wijndal,NED,DF,24,1999,4.1,2,0,0,6,9,0,13,2,5,0,0,0,12,4,3,57.1
NED-Eredivisie,2024-25,Ajax,Rayane Bounida,BEL,FW,18,2006,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0
NED-Eredivisie,2024-25,Ajax,Remko Pasveer,NED,GK,40,1983,24.0,0,0,0,0,2,0,0,1,1,0,0,1,59,5,1,83.3
NED-Eredivisie,2024-25,Ajax,Sean Steur,NED,MF,16,2008,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
NED-Eredivisie,2024-25,Ajax,Sivert Mannsverk,NOR,MF,22,2002,2.0,1,0,0,3,1,0,1,1,1,0,0,0,5,3,1,75.0
NED-Eredivisie,2024-25,Ajax,Steven Berghuis,NED,"FW,MF",32,1991,15.9,2,0,0,12,10,5,108,6,10,0,0,0,66,8,7,53.3
NED-Eredivisie,2024-25,Ajax,Steven Bergwijn,NED,FW,26,1997,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
NED-Eredivisie,2024-25,Ajax,Wout Weghorst,NED,FW,31,1992,12.1,2,0,0,16,24,5,4,1,2,2,0,0,36,50,22,69.4
NED-Eredivisie,2024-25,Ajax,Youri Baas,NED,DF,21,2003,22.7,2,0,0,16,24,1,3,33,12,0,0,0,111,28,31,47.5
NED-Eredivisie,2024-25,Ajax,Youri Regeer,NED,"MF,DF",20,2003,1.3,1,0,0,6,2,0,5,0,3,0,0,0,9,4,2,66.7
NED-Eredivisie,2024-25,Almere City,Adi Nalic,BIH,"MF,FW",26,1997,7.7,2,0,0,12,7,0,16,10,9,0,0,0,37,9,26,25.7
NED-Eredivisie,2024-25,Almere City,Alex Balboa,EQG,MF,23,2001,4.5,3,0,0,10,12,0,1,2,2,0,0,0,18,7,3,70.0
NED-Eredivisie,2024-25,Almere City,Ali Jasim,IRQ,"FW,MF",20,2004,4.9,0,0,0,1,2,0,7,2,6,0,0,0,31,3,5,37.5
NED-Eredivisie,2024-25,Almere City,Anas Tahiri,BEL,MF,29,1995,19.6,1,0,0,5,4,0,3,8,14,0,0,0,84,11,8,57.9
NED-Eredivisie,2024-25,Almere City,Baptiste Guillaume,BEL,"FW,MF",29,1995,4.9,0,1,0,3,5,1,0,1,2,0,0,0,11,74,34,68.5
NED-Eredivisie,2024-25,Almere City,Charles-Andréas Brym,CAN,FW,25,1998,14.3,1,0,0,20,29,6,9,1,8,0,0,0,43,27,77,26.0
NED-Eredivisie,2024-25,Almere City,Christopher Mamengi,NED,DF,23,2001,2.5,1,0,0,3,1,0,0,4,3,0,0,0,11,2,4,33.3
NED-Eredivisie,2024-25,Almere City,Damil Dankerlui,SUR,"DF,FW",27,1996,1.9,0,0,0,2,1,0,11,0,3,0,0,0,13,4,1,80.0
NED-Eredivisie,2024-25,Almere City,Emanuel Poku,NED,FW,19,2005,1.6,1,0,0,3,0,0,0,0,0,0,0,0,3,2,5,28.6
NED-Eredivisie,2024-25,Almere City,Faiz Mattoir,COM,"FW,MF",24,2000,3.1,0,0,0,3,5,0,8,2,2,0,0,0,18,3,6,33.3
NED-Eredivisie,2024-25,Almere City,Guus Beaumont,NED,MF,22,2002,0.1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0.0
NED-Eredivisie,2024-25,Almere City,Hamdi Akujobi,NED,DF,24,2000,26.0,5,0,0,28,24,0,44,28,40,0,0,0,104,22,14,61.1
NED-Eredivisie,2024-25,Almere City,James Lawrence,WAL,DF,31,1992,19.5,0,0,0,16,7,4,4,20,14,0,0,1,60,45,41,52.3
NED-Eredivisie,2024-25,Almere City,Jeffry Puriel,BOE,FW,21,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
NED-Eredivisie,2024-25,Almere City,Jochem van de Kamp,NED,"MF,FW",20,2003,22.2,5,0,0,24,26,2,8,32,29,0,0,1,99,24,36,40.0
NED-Eredivisie,2024-25,Almere City,Joey Jacobs,NED,DF,24,2000,13.0,1,1,0,14,2,0,4,18,14,0,0,0,38,33,24,57.9
NED-Eredivisie,2024-25,Almere City,Jonas Wendlinger,AUT,GK,24,2000,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NED-Eredivisie,2024-25,Almere City,Junior Kadile,FRA,"FW,MF",21,2002,24.5,6,0,0,55,21,4,59,13,25,0,0,0,96,52,47,52.5
NED-Eredivisie,2024-25,Almere City,Kornelius Hansen,NOR,"FW,MF",23,2001,21.0,0,0,0,8,24,4,42,6,8,0,0,0,85,12,47,20.3
NED-Eredivisie,2024-25,Almere City,Logan Delaurier-Chaubet,FRA,FW,22,2002,6.2,1,0,0,9,5,0,13,8,3,0,0,0,20,2,13,13.3
NED-Eredivisie,2024-25,Almere City,Marvin da Graça,LUX,DF,29,1995,8.8,1,0,0,7,9,0,12,13,14,0,0,0,35,18,13,58.1
NED-Eredivisie,2024-25,Almere City,Nordin Bakker,NED,GK,26,1997,33.9,0,0,0,0,1,0,0,0,0,0,0,1,77,11,2,84.6
NED-Eredivisie,2024-25,Almere City,Olivier de Nijs,NED,"MF,FW",19,2004,0.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,50.0
NED-Eredivisie,2024-25,Almere City,Ricardo Visus,ESP,DF,23,2001,21.8,4,1,0,31,15,1,9,47,21,0,0,0,88,37,35,51.4
NED-Eredivisie,2024-25,Almere City,Ruben Providence,HAI,"FW,MF",23,2001,5.8,2,0,0,12,8,1,13,2,4,0,0,0,24,5,16,23.8
NED-Eredivisie,2024-25,Almere City,Sherel Floranus,CUW,DF,25,1998,2.0,1,0,0,4,0,0,3,3,4,0,0,0,8,2,2,50.0
NED-Eredivisie,2024-25,Almere City,Stije Resink,NED,MF,21,2003,2.6,1,0,0,1,3,0,2,1,6,0,0,0,11,4,0,100.0
NED-Eredivisie,2024-25,Almere City,Thom Haye,IDN,MF,29,1995,22.7,7,0,0,17,10,0,159,34,37,0,0,0,144,16,17,48.5
NED-Eredivisie,2024-25,Almere City,Thomas Robinet,FRA,"MF,FW",27,1996,30.0,4,0,0,32,16,6,21,16,22,0,0,0,73,94,140,40.2
NED-Eredivisie,2024-25,Almere City,Théo Barbet,FRA,DF,23,2001,9.6,1,0,0,10,9,0,1,11,8,0,0,1,30,18,29,38.3
NED-Eredivisie,2024-25,Almere City,Tim Receveur,NED,MF,33,1991,1.5,0,0,0,6,1,0,0,2,3,0,0,0,4,3,2,60.0
NED-Eredivisie,2024-25,Almere City,Vasilios Zagaritis,GRE,DF,23,2001,32.9,4,0,0,23,34,2,174,47,27,0,0,0,192,46,42,52.3
NED-Eredivisie,2024-25,Almere City,Àlex Carbonell,ESP,MF,26,1997,2.6,1,0,0,1,5,0,7,2,4,0,0,0,5,14,6,70.0
NED-Eredivisie,2024-25,Feyenoord,Anis Hadj Moussa,ALG,"FW,MF",22,2002,21.9,4,0,0,12,28,3,117,8,19,1,0,0,79,8,23,25.8
NED-Eredivisie,2024-25,Feyenoord,Antoni Milambo,NED,MF,19,2005,22.0,2,0,0,14,27,1,4,9,27,1,0,0,80,12,19,38.7
NED-Eredivisie,2024-25,Feyenoord,Ayase Ueda,JPN,FW,25,1998,13.4,0,0,0,11,29,2,3,1,3,0,0,0,19,32,32,50.0
NED-Eredivisie,2024-25,Feyenoord,Aymen Sliti,NED,"FW,MF",18,2006,1.0,0,0,0,1,1,0,2,1,0,0,0,0,0,2,2,50.0
NED-Eredivisie,2024-25,Feyenoord,Bart Nieuwkoop,NED,"DF,MF",28,1996,5.2,2,0,0,10,5,0,9,6,10,0,0,0,12,10,5,66.7
NED-Eredivisie,2024-25,Feyenoord,Calvin Stengs,NED,"MF,FW",25,1998,7.0,2,0,0,9,7,1,26,1,3,0,0,0,28,4,5,44.4
NED-Eredivisie,2024-25,Feyenoord,Chris Nadje,FRA,MF,22,2001,2.2,1,0,0,2,7,0,2,0,2,0,0,0,10,3,4,42.9
NED-Eredivisie,2024-25,Feyenoord,Djomar Giersthove,NED,DF,19,2005,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
NED-Eredivisie,2024-25,Feyenoord,Dávid Hancko,SVK,DF,26,1997,32.0,5,0,0,13,21,3,21,28,27,0,1,0,138,45,28,61.6
NED-Eredivisie,2024-25,Feyenoord,Facundo González,URU,DF,21,2003,0.9,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0.0
NED-Eredivisie,2024-25,Feyenoord,Gernot Trauner,AUT,DF,32,1992,15.4,5,0,0,23,9,0,0,34,8,0,1,0,53,46,36,56.1
NED-Eredivisie,2024-25,Feyenoord,Gijs Smal,NED,"DF,MF",26,1997,15.0,0,0,0,7,7,2,49,12,7,0,0,0,68,18,15,54.5
NED-Eredivisie,2024-25,Feyenoord,Givairo Read,NED,DF,18,2006,22.0,2,1,0,10,18,0,42,14,37,0,0,0,78,12,9,57.1
NED-Eredivisie,2024-25,Feyenoord,Gjivai Zechiël,NED,MF,20,2004,2.9,1,0,0,3,4,0,1,5,4,0,0,0,14,1,4,20.0
NED-Eredivisie,2024-25,Feyenoord,Hugo Bueno,ESP,DF,21,2002,13.3,1,0,0,7,9,0,49,11,15,0,1,0,56,16,13,55.2
NED-Eredivisie,2024-25,Feyenoord,Hwang In-beom,KOR,MF,27,1996,18.0,5,0,0,17,22,1,48,19,21,0,0,0,114,11,18,37.9
NED-Eredivisie,2024-25,Feyenoord,Ibrahim Osman,GHA,"FW,MF",19,2004,8.8,2,0,0,7,17,3,21,6,5,0,0,0,43,6,10,37.5
NED-Eredivisie,2024-25,Feyenoord,Igor Paixão,BRA,"FW,MF",24,2000,31.9,0,0,0,20,53,6,158,12,26,0,0,0,107,25,36,41.0
NED-Eredivisie,2024-25,Feyenoord,Jakub Moder,POL,MF,25,1999,13.3,1,0,0,14,13,0,9,13,18,0,0,0,52,20,16,55.6
NED-Eredivisie,2024-25,Feyenoord,Jan Plug,NED,DF,19,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
NED-Eredivisie,2024-25,Feyenoord,Jeyland Mitchell,CRC,DF,19,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0
NED-Eredivisie,2024-25,Feyenoord,Jordan Lotomba,SUI,DF,25,1998,5.4,0,0,0,5,10,1,6,8,10,0,0,0,16,12,9,57.1
NED-Eredivisie,2024-25,Feyenoord,Julián Carranza,ARG,FW,24,2000,9.1,1,0,0,20,19,5,1,2,5,0,0,0,28,27,30,47.4
NED-Eredivisie,2024-25,Feyenoord,Justin Bijlow,NED,GK,26,1998,4.0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,100.0
NED-Eredivisie,2024-25,Feyenoord,Luka Ivanušec,CRO,"FW,MF",25,1998,5.4,0,0,0,3,8,0,12,1,3,0,0,0,19,4,1,80.0
