league,season,team,player,nation,pos,age,born,90s,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Ast,xAG,Expected,Expected,KP,1/3,PPA,CrsPA,PrgP
AUT-Bundesliga,2023-24,SC Austria Lustenau,Namory Noel Cissé,GER,FW,20,2003,11.8,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Nico Gorzel,GER,MF,25,1998,10.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Nikolai Baden Frederiksen,DEN,FW,23,2000,6.9,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Paterson Chato,GER,MF,26,1996,9.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Pius Grabher,AUT,MF,29,1993,20.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Rafael Devisate,BRA,MF,17,2005,0.2,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Raul Marte,AUT,MF,21,2002,0.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Simon Täubl,AUT,GK,18,2005,1.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Stefano Surdanovic,SRB,"MF,FW",24,1998,13.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Tobias Berger,AUT,DF,20,2002,13.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Torben Rhein,GER,"MF,FW",20,2003,13.5,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SC Austria Lustenau,Yadaly Diaby,GUI,"FW,MF",22,2000,20.1,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Alexander Eckmayr,AUT,GK,24,1999,1.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Amir Abdijanovic,AUT,FW,22,2001,2.7,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Atdhe Nuhiu,KVX,FW,34,1989,19.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Christian Gebauer,AUT,"MF,FW",29,1993,23.1,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Constantin Reiner,AUT,DF,26,1997,20.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Damian Maksimovic,AUT,FW,18,2004,0.2,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Dejan Stojanović,AUT,GK,30,1993,25.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Djawal Kaïba,CMR,MF,20,2003,0.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Dominik Reiter,AUT,"MF,FW",25,1998,6.8,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Felix Strauß,AUT,DF,22,2001,7.7,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Gustavo Santos Costa,BRA,FW,27,1996,14.1,,,,,,,,,,,,,,,4,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Jan Jurčec,CRO,"MF,FW",22,2000,12.6,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Jan Zwischenbrugger,AUT,DF,33,1990,2.1,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Leonardo Lukacevic,AUT,"MF,DF",24,1999,18.4,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Lukas Fadinger,AUT,"MF,FW",22,2000,28.8,,,,,,,,,,,,,,,3,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Lukas Gugganig,AUT,DF,28,1995,23.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Lukas Jäger,AUT,MF,29,1994,27.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Manuel Prietl,AUT,MF,31,1991,1.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Mike-Steven Bähre,GER,MF,27,1995,27.5,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Mohamed Ouédraogo,BFA,"MF,DF",20,2003,12.7,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Noah Bischof,AUT,FW,20,2002,3.8,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Nosa Iyobosa Edokpolor,AUT,MF,26,1996,2.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Ousmane Diawara,SWE,FW,23,1999,1.6,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Pascal Juan Estrada,AUT,DF,21,2002,3.8,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Paul Koller,AUT,DF,21,2002,30.2,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Sandro Ingolitsch,AUT,"DF,MF",26,1997,14.7,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Sofian Bahloul,FRA,MF,23,1999,3.7,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Tobias Schützenauer,AUT,GK,26,1997,5.7,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SCR Altach,Vesel Demaku,KVX,MF,23,2000,10.8,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Aaron Schwarz,AUT,"MF,FW",19,2004,7.6,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Andy Irving,SCO,"MF,FW",23,2000,21.5,,,,,,,,,,,,,,,4,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Anton Maglica,CRO,FW,31,1991,1.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Christopher Cvetko,AUT,MF,26,1997,21.2,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Christopher Wernitznig,AUT,"MF,DF",33,1990,14.1,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Florian Jaritz,AUT,FW,25,1997,11.3,,,,,,,,,,,,,,,3,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Jannik Robatsch,AUT,DF,18,2004,3.9,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Jonas Arweiler,GER,FW,26,1997,16.1,,,,,,,,,,,,,,,3,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Kosmas Gezos,GRE,DF,30,1992,16.2,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Marco Knaller,AUT,GK,36,1987,1.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Max Besuschkow,GER,MF,26,1997,11.1,,,,,,,,,,,,,,,3,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Nicolas Binder,AUT,FW,21,2002,8.7,,,,,,,,,,,,,,,2,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Nicolas Wimmer,AUT,DF,28,1995,31.0,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Nikola Đorić,SRB,DF,23,2000,7.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Phillip Menzel,GER,GK,24,1998,31.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Rico Benatelli,GER,MF,31,1992,27.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Sebastian Soto,USA,"MF,FW",23,2000,2.2,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Simon Straudi,ITA,MF,24,1999,9.1,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Sinan Karweina,GER,"FW,MF",24,1999,23.2,,,,,,,,,,,,,,,6,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Solomon Bonnah,NED,"MF,DF",19,2003,15.8,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Thorsten Mahrer,AUT,DF,33,1990,31.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Till Schumacher,GER,"MF,DF",25,1997,31.9,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,SK Austria Klagenfurt,Turgay Gemicibaşi,,MF,27,1996,8.6,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Aleksandar Borković,AUT,DF,24,1999,1.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Alexander Prass,AUT,MF,22,2001,28.3,,,,,,,,,,,,,,,4,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Amadou Dante,MLI,DF,22,2000,5.1,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Amady Camara,MLI,FW,18,2005,4.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Bryan Teixeira,CPV,"FW,MF",22,2000,4.5,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,David Affengruber,AUT,DF,22,2001,24.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,David Schnegg,AUT,DF,24,1998,20.1,,,,,,,,,,,,,,,4,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Dimitri Lavalée,BEL,"DF,MF",26,1997,21.5,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Gregory Wüthrich,SUI,DF,28,1994,27.5,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Jakob Jantscher,AUT,"FW,MF",34,1989,0.1,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Javier Serrano,ESP,MF,20,2003,3.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Jon Gorenc Stanković,SVN,MF,27,1996,26.7,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Jusuf Gazibegović,BIH,DF,23,2000,27.3,,,,,,,,,,,,,,,5,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Kjell Scherpen,NED,GK,23,2000,16.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Luka Marić,AUT,GK,21,2002,2.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Manprit Sarkaria,AUT,"FW,MF",26,1996,13.2,,,,,,,,,,,,,,,3,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Max Johnston,SCO,DF,19,2003,5.1,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Mika Biereth,DEN,FW,20,2003,12.3,,,,,,,,,,,,,,,2,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Mohammed Fuseini,GHA,FW,21,2002,1.2,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Niklas Geyrhofer,AUT,"MF,DF",23,2000,5.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Otar Kiteishvili,GEO,"MF,FW",27,1996,21.4,,,,,,,,,,,,,,,5,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Seedy Jatta,NOR,FW,20,2003,6.2,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Stefan Hierländer,AUT,MF,32,1991,7.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Szymon Włodarczyk,POL,FW,20,2003,12.7,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Tomi Horvat,SVN,"MF,FW",24,1999,22.0,,,,,,,,,,,,,,,5,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,Vitezslav Jaros,CZE,GK,22,2001,14.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Sturm Graz,William Bøving,DEN,"FW,MF",20,2003,17.6,,,,,,,,,,,,,,,5,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Adam Stejskal,CZE,GK,20,2002,31.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Aleksander Buksa,POL,FW,20,2003,13.3,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Alexander Ranacher,AUT,"DF,MF",24,1998,9.8,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Benjamin Ozegovic,AUT,GK,23,1999,0.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Bror Blume,DEN,MF,31,1992,8.7,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Cem Üstündag,AUT,MF,22,2001,13.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,David Gugganig,AUT,DF,26,1997,20.2,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,David Jaunegg,AUT,DF,20,2003,0.1,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Denis Tomic,AUT,MF,25,1998,1.7,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Dominik Stumberger,AUT,DF,24,1999,9.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Felix Bacher,AUT,DF,22,2000,27.3,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Johannes Naschberger,AUT,MF,23,2000,8.6,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Julius Ertlthaler,AUT,MF,26,1997,10.8,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Justin Forst,AUT,FW,20,2003,1.9,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Kofi Schulz,GER,DF,34,1989,25.6,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Luca Kronberger,AUT,MF,21,2002,12.9,,,,,,,,,,,,,,,2,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Lukas Sulzbacher,AUT,"DF,MF",23,2000,27.9,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Mahamadou Diarra,MLI,FW,19,2003,16.6,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Matthäus Taferner,AUT,"MF,FW",22,2001,27.2,,,,,,,,,,,,,,,3,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Nik Prelec,SVN,FW,22,2001,30.2,,,,,,,,,,,,,,,4,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Osarenren Okungbowa,AUT,DF,29,1994,21.7,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Paul Schermer,AUT,GK,19,2004,0.1,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Sandi Ogrinec,SVN,"MF,FW",25,1998,13.6,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Stefan Skrbo,AUT,FW,22,2001,3.6,,,,,,,,,,,,,,,2,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Thomas Geris,AUT,"DF,MF",20,2002,5.9,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Valentino Müller,AUT,MF,24,1999,9.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,WSG Tirol,Yannick Vötter,AUT,FW,18,2004,0.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Adis Jasic,AUT,MF,20,2003,22.6,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Augustine Boakye,GHA,FW,22,2000,20.3,,,,,,,,,,,,,,,6,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Bernhard Zimmermann,AUT,FW,21,2002,10.9,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Cheikh Mamadou Diabaté,CIV,"DF,MF",19,2004,7.6,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Dominik Baumgartner,AUT,DF,27,1996,29.8,,,,,,,,,,,,,,,3,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Ervin Omic,AUT,"DF,MF",20,2003,16.0,,,,,,,,,,,,,,,2,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Florian Rieder,AUT,"MF,FW",27,1996,9.8,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Hendrik Bonmann,GER,GK,29,1994,24.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Jonathan Scherzer,AUT,"DF,MF",28,1995,28.5,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Konstantin Kerschbaumer,AUT,MF,31,1992,0.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Lukas Gütlbauer,AUT,GK,22,2000,8.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Lukas Ibertsberger,AUT,"MF,DF",19,2003,9.9,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Mario Leitgeb,AUT,MF,35,1988,11.5,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Maximilian Scharfetter,AUT,"FW,MF",21,2002,3.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Michael Morgenstern,AUT,FW,17,2006,0.4,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Michael Novak,AUT,DF,32,1990,0.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Mohamed Bamba,CIV,FW,21,2001,12.7,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Nikolas Veratschnig,AUT,"MF,DF",20,2003,18.5,,,,,,,,,,,,,,,2,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Pascal Müller,AUT,MF,20,2003,3.0,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Samson Tijani,NGA,MF,21,2002,21.7,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Sandro Altunashvili,GEO,MF,26,1997,23.6,,,,,,,,,,,,,,,1,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Sankara Karamoko,CIV,FW,19,2003,3.3,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Scott Kennedy,CAN,"DF,MF",26,1997,16.5,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Simon Piesinger,AUT,DF,31,1992,16.5,,,,,,,,,,,,,,,2,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Thierno Ballo,AUT,"FW,MF",21,2002,21.9,,,,,,,,,,,,,,,3,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Thomas Sabitzer,AUT,"FW,MF",22,2000,8.3,,,,,,,,,,,,,,,2,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Thorsten Röcher,AUT,FW,32,1991,2.7,,,,,,,,,,,,,,,0,,,,,,,,
AUT-Bundesliga,2023-24,Wolfsberger AC,Tobias Gruber,AUT,DF,18,2005,0.2,,,,,,,,,,,,,,,0,,,,,,,,
BEL-Belgian Pro League,2023-24,Anderlecht,Alexis Flips,FRA,"FW,MF",23,2000,4.2,136,192,70.8,2238,669,60,75,80.0,56,72,77.8,10,30,33.3,0,0.6,1.5,-0.6,9,8,5,3,19
BEL-Belgian Pro League,2023-24,Anderlecht,Amadou Diawara,GUI,MF,26,1997,6.6,235,278,84.5,4173,1112,93,103,90.3,115,132,87.1,18,32,56.3,0,0.0,0.2,0.0,3,23,1,0,27
BEL-Belgian Pro League,2023-24,Anderlecht,Anders Dreyer,DEN,"FW,MF",25,1998,24.9,659,936,70.4,10312,3129,342,437,78.3,224,287,78.0,56,121,46.3,8,6.1,6.6,1.9,46,45,58,4,107
BEL-Belgian Pro League,2023-24,Anderlecht,Antoine Colassin,BEL,FW,22,2001,0.1,6,6,100.0,65,7,4,4,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Anderlecht,Benito Raman,BEL,FW,28,1994,3.1,55,89,61.8,907,343,26,34,76.5,20,32,62.5,6,10,60.0,0,0.2,0.3,-0.2,3,6,4,0,13
BEL-Belgian Pro League,2023-24,Anderlecht,Federico Gattoni,ARG,DF,24,1999,1.1,79,84,94.0,1545,440,21,21,100.0,50,50,100.0,7,12,58.3,0,0.0,0.0,0.0,0,2,0,0,6
BEL-Belgian Pro League,2023-24,Anderlecht,Francis Amuzu,BEL,FW,23,1999,6.3,141,181,77.9,2067,423,69,79,87.3,54,65,83.1,7,14,50.0,0,1.5,0.9,-1.5,9,5,10,4,13
BEL-Belgian Pro League,2023-24,Anderlecht,Hannes Delcroix,BEL,DF,24,1999,0.1,1,1,100.0,16,7,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Anderlecht,Jan Vertonghen,BEL,DF,36,1987,26.9,1608,1859,86.5,36334,12117,378,421,89.8,902,967,93.3,310,441,70.3,1,1.0,1.6,0.0,10,159,8,4,142
BEL-Belgian Pro League,2023-24,Anderlecht,Justin Lonwijk,SUR,"MF,FW",23,1999,0.5,12,18,66.7,154,67,6,8,75.0,4,6,66.7,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,2
BEL-Belgian Pro League,2023-24,Anderlecht,Kasper Dolberg,DEN,FW,25,1997,23.9,297,399,74.4,3795,711,182,233,78.1,74,97,76.3,11,15,73.3,2,1.8,1.7,0.2,17,25,7,0,33
BEL-Belgian Pro League,2023-24,Anderlecht,Kasper Schmeichel,DEN,GK,36,1986,23.0,710,884,80.3,19698,13042,93,95,97.9,356,358,99.4,255,424,60.1,0,0.0,0.0,0.0,0,14,0,0,0
BEL-Belgian Pro League,2023-24,Anderlecht,Killian Sardella,BEL,DF,21,2002,22.0,869,1140,76.2,14683,5035,399,458,87.1,375,474,79.1,71,154,46.1,4,1.2,1.3,2.8,12,59,17,9,67
BEL-Belgian Pro League,2023-24,Anderlecht,Kristian Arnstad,NOR,"DF,MF",19,2003,7.2,308,398,77.4,4744,1289,167,194,86.1,100,135,74.1,23,41,56.1,1,0.3,0.5,0.7,6,21,1,0,26
BEL-Belgian Pro League,2023-24,Anderlecht,Louis Patris,BEL,DF,22,2001,10.4,332,492,67.5,5617,2160,154,202,76.2,141,206,68.4,28,47,59.6,0,1.8,2.3,-1.8,11,30,14,2,42
BEL-Belgian Pro League,2023-24,Anderlecht,Luca Monticelli,BEL,MF,18,2005,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Anderlecht,Ludwig Augustinsson,SWE,DF,29,1994,18.1,851,1089,78.1,14326,5487,390,453,86.1,362,430,84.2,68,155,43.9,3,4.0,2.5,-1.0,22,67,31,17,84
BEL-Belgian Pro League,2023-24,Anderlecht,Luis Vázquez,ARG,FW,22,2001,7.7,126,191,66.0,1549,372,80,116,69.0,28,40,70.0,4,7,57.1,1,0.9,0.6,0.1,9,10,2,0,11
BEL-Belgian Pro League,2023-24,Anderlecht,Majeed Ashimeru,GHA,MF,25,1997,1.3,48,60,80.0,754,198,25,29,86.2,16,21,76.2,4,7,57.1,0,0.0,0.0,0.0,0,2,0,0,4
BEL-Belgian Pro League,2023-24,Anderlecht,Marco Kana,BEL,MF,20,2002,0.2,5,6,83.3,159,83,1,2,50.0,1,1,100.0,3,3,100.0,0,0.0,0.0,0.0,1,2,1,0,2
BEL-Belgian Pro League,2023-24,Anderlecht,Mario Stroeykens,BEL,"MF,FW",18,2004,18.8,739,920,80.3,11862,3086,342,407,84.0,296,347,85.3,55,82,67.1,3,3.2,1.9,-0.2,25,69,23,3,100
BEL-Belgian Pro League,2023-24,Anderlecht,Mats Rits,BEL,MF,30,1993,23.7,867,1133,76.5,16191,4837,341,421,81.0,391,464,84.3,106,193,54.9,1,1.8,2.2,-0.8,21,91,22,4,112
BEL-Belgian Pro League,2023-24,Anderlecht,Maxime Dupé,FRA,GK,30,1993,7.0,216,268,80.6,5121,2957,49,50,98.0,123,129,95.3,44,89,49.4,0,0.0,0.0,0.0,0,1,0,0,0
BEL-Belgian Pro League,2023-24,Anderlecht,Mohamed Bouchouari,BEL,DF,22,2000,0.0,3,4,75.0,50,17,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
BEL-Belgian Pro League,2023-24,Anderlecht,Moussa N'Diaye,SEN,DF,21,2002,7.2,316,411,76.9,5517,1929,149,169,88.2,124,165,75.2,34,56,60.7,1,0.3,0.3,0.7,5,28,8,0,36
